name,description,date,amount
DYKEMA GOSSETT PLLC,Legal Fees,4/14/11,275
DYKEMA GOSSETT PLLC,Legal Fees,4/14/11,275
DYKNOW,"Copyrights, Royalties & Licens",3/24/11,1674
DYNAMEX/ONE HOUR DELIVERY SERV,Postage & Freight,9/21/10,151.39
DYNAMEX/ONE HOUR DELIVERY SERV,Postage & Freight,10/12/10,73.41
DYNAMEX/ONE HOUR DELIVERY SERV,Postage & Freight,8/16/11,24.9
DYNAMIC GROWTH STRATEGIES,Consultant,4/26/11,4587
DYNAMIC SYSTEMS INC,Construction,12/21/10,7735
DYNAMIC SYSTEMS INC,Construction,3/31/11,850
"DYNOJET RESEARCH, INC",Repairs-Classroom Equipment,8/25/11,144.73
E EVANS ASSOCIATES,Consultant,7/26/11,6023.42
E-FILLIATE INC,Classroom Supplies,5/17/11,24.49
EAGLE BENDING MACHINES INC,Classroom Supplies,10/12/10,61.39
EAGLE BRUSH & CHEMICAL INC,Classroom Supplies,1/13/11,342
EAGLE EXPRESS INC,Contract Labor,9/8/10,495
EAGLE EXPRESS INC,Other Contracted Svces/Labor,5/24/11,553.5
EAGLE TOURS INC,Special Travel,9/8/10,707.58
EAGLE TOURS INC,Special Travel,9/8/10,636.9
EAGLE TOURS INC,Special Travel,9/14/10,6924.94
EAGLE TOURS INC,Special Travel,9/21/10,1512
EAGLE TOURS INC,Special Travel,9/21/10,2268
EAGLE TOURS INC,Field Trips,9/28/10,1249.6
EAGLE TOURS INC,Special Travel,10/19/10,1663.2
EAGLE TOURS INC,Special Travel,10/26/10,1052.05
EAGLE TOURS INC,Special Travel,11/9/10,1103.73
EAGLE TOURS INC,Special Travel,11/18/10,1663.2
EAGLE TOURS INC,Special Travel,12/9/10,778.48
EAGLE TOURS INC,Special Travel,12/9/10,636.9
EAGLE TOURS INC,Special Travel,1/4/11,507.93
EAGLE TOURS INC,Special Travel,1/20/11,1060.26
EAGLE TOURS INC,Field Trips,3/29/11,415.8
EAGLE TOURS INC,Special Travel,4/7/11,897.12
EAGLE TOURS INC,Special Travel,4/7/11,831.6
EAGLE TOURS INC,Special Travel,4/7/11,858.67
EAGLE TOURS INC,Special Travel,4/7/11,843.09
EAGLE TOURS INC,Special Travel,4/7/11,831.6
EAGLE TOURS INC,Special Travel,4/7/11,831.6
EAGLE TOURS INC,Special Travel,4/7/11,1663.2
EAGLE TOURS INC,Special Travel,4/7/11,489.5
EAGLE TOURS INC,Special Travel,4/7/11,826.47
EAGLE TOURS INC,Special Travel,5/3/11,1052.05
EAGLE TOURS INC,Field Trips,5/17/11,595
EAGLE TOURS INC,Field Trips,5/24/11,673.75
EAGLE TOURS INC,Clubs,5/27/11,6652.8
EAGLE TOURS INC,Field Trips,6/7/11,1837
EAGLE TOURS INC,Special Travel,6/9/11,1046.05
EAGLE TOURS INC,Field Trips,8/2/11,3656.77
EAGLE TOURS INC,Other Contracted Svces/Labor,8/16/11,6652.8
"EARL F. HALE, JR.",Legal Fees,1/27/11,1800
EARSKINE JEFFERSON,Guest Lecturer/Performer,3/8/11,50
EARTH DAY DALLAS INC,Promotional Activities,5/5/11,550
EAT THE WORLD,Official Functions,10/26/10,135
EAT THE WORLD,Official Functions,3/17/11,170
EBANGHA C. ENOW,Miscellaneous Receivables,9/2/10,10
EBSCO PROFESSIONAL PARTNERSHIP,Prepaid Expenditures,9/23/10,4400
EBSCO PROFESSIONAL PARTNERSHIP,Other Contracted Svces/Labor,9/28/10,17050
EBSCO PROFESSIONAL PARTNERSHIP,Advertising,11/16/10,4675
EBSCO PROFESSIONAL PARTNERSHIP,Advertising,1/27/11,2750
EBSCO PROFESSIONAL PARTNERSHIP,Advertising,2/15/11,3025
EBSCO PROFESSIONAL PARTNERSHIP,Advertising,7/19/11,4400
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/23/10,12
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/23/10,12
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,1202.43
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-28.56
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-99.48
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-224.58
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,230.54
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-67.96
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-13
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-7.88
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-66.98
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,68.95
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-11
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,26.59
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,9/28/10,-49.25
EBSCO SUBSCRIPTION SERVICES,Other Contracted Svces/Labor,9/30/10,19050
EBSCO SUBSCRIPTION SERVICES,Other Contracted Svces/Labor,9/30/10,-87
EBSCO SUBSCRIPTION SERVICES,Other Contracted Svces/Labor,9/30/10,85.69
EBSCO SUBSCRIPTION SERVICES,Other Contracted Svces/Labor,9/30/10,627.13
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-80
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-90
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,70
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-51.47
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-29.69
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-15.45
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-169.36
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-25
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,-41.37
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/9/10,20333.78
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/18/10,12604.54
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/18/10,13668.87
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/18/10,1145.48
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/18/10,1041.18
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/23/10,887.5
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/23/10,10381.65
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/23/10,8679.23
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,11/24/10,13597.56
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,12/14/10,64.47
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,12/16/10,14355.8
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,12/21/10,58.11
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,1/25/11,30.04
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,1/25/11,-78
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,1/25/11,-2.23
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,1/25/11,-18
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,1/25/11,-7.7
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,1/25/11,4250
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,4.61
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-44
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-154
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-37
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-92.6
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-28.1
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-185
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-28.48
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-85
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-11.71
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,4.7
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,22.16
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,-18
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,585.86
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/3/11,67.23
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,-46.45
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,-81.5
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,4.03
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,29.99
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,-185
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,15.1
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,10.04
EBSCO SUBSCRIPTION SERVICES,Periodicals & Newspapers,3/15/11,1476.79
ECHO360 INC,Software-Capt-Application,7/21/11,52125
ECMC SOLUTIONS CORPORATION,Other Contracted Svces/Labor,9/28/10,880
ECMC SOLUTIONS CORPORATION,Other Contracted Svces/Labor,9/28/10,740
ECMC SOLUTIONS CORPORATION,Other Contracted Svces/Labor,12/21/10,1142.64
ECMC SOLUTIONS CORPORATION,Other Contracted Svces/Labor,1/25/11,1165.5
ECMC SOLUTIONS CORPORATION,Other Contracted Svces/Labor,3/17/11,1186.5
ECO TECH SYSTEMS INC,Repairs-Buildings,9/8/10,17960
ECO TECH SYSTEMS INC,Classroom Supplies,3/24/11,1549
ECO TECH SYSTEMS INC,Classroom Supplies,4/5/11,442
ECO TECH SYSTEMS INC,Equip.-Instructional,8/2/11,11500
ECOLAB EQUIPMENT CARE,Classroom Supplies,11/2/10,1312.22
ECOLAB EQUIPMENT CARE,Classroom Supplies,12/14/10,1305.52
ECOLAB EQUIPMENT CARE,Classroom Supplies,12/14/10,726.36
ECOLAB EQUIPMENT CARE,Classroom Supplies,4/7/11,1636.9
ECOLAB EQUIPMENT CARE,Classroom Supplies,6/21/11,26.03
ECOLAB EQUIPMENT CARE,Classroom Supplies,6/21/11,1689.91
ED BRIGGS,Athletic Officials,11/18/10,100
ED BRIGGS,Athletic Officials,11/30/10,100
ED BRIGGS,Athletic Officials,2/22/11,100
ED CHRISTAL,Non-Inv Equipment,2/11/11,234
ED CHRISTAL,Minor Equipment,3/3/11,1494.6
ED CHRISTAL,"Copyrights, Royalties & Licens",8/2/11,28783.98
ED'S LAWN EQUIPMENT,Equipment-Special-Inventoriable,10/26/10,5584.95
EDDIE DEEN & CO INC,Staff Development,9/2/10,4443.75
EDDIE DEEN & CO INC,Staff Development,12/23/10,5825
EDDIE DEEN & CO INC,Official Functions,2/8/11,890
EDDIE DEEN & CO INC,Official Functions,4/14/11,2130
EDDIE SLAUGHTER,Athletic Officials,9/21/10,120
EDDIE SLAUGHTER,Athletic Officials,10/5/10,85
EDDIE SLAUGHTER,Athletic Officials,10/21/10,85
EDFUND,Payroll Deductions,9/30/10,347
EDFUND,Payroll Deductions,10/28/10,691
EDFUND,Payroll Deductions,11/30/10,347
EDFUND,Payroll Deductions,12/23/10,347
EDFUND,Payroll Deductions,1/28/11,342
EDFUND,Payroll Deductions,2/25/11,342
EDFUND,Payroll Deductions,3/31/11,342
EDFUND,Payroll Deductions,4/28/11,350
EDFUND,Payroll Deductions,5/27/11,352
EDFUND,Payroll Deductions,6/30/11,352
EDFUND,Payroll Deductions,7/28/11,352
EDFUND,Payroll Deductions,8/30/11,352
EDGAR LEE JOHNSON,Athletic Officials,10/12/10,25
EDGAR LEE JOHNSON,Athletic Officials,10/12/10,25
EDGAR LEE JOHNSON,Athletic Officials,11/2/10,25
EDGAR LEE JOHNSON,Athletic Officials,11/2/10,25
EDGAR LEE JOHNSON,Athletic Officials,11/2/10,25
EDGAR LEE JOHNSON,Athletic Officials,11/11/10,75
EDGAR LEE JOHNSON,Athletic Officials,11/11/10,100
EDGAR LEE JOHNSON,Athletic Officials,11/11/10,50
EDGAR LEE JOHNSON,Athletic Officials,11/18/10,25
EDGAR LEE JOHNSON,Athletic Officials,11/30/10,115
EDGAR LEE JOHNSON,Athletic Officials,1/11/11,75
EDGAR LEE JOHNSON,Athletic Officials,1/27/11,75
EDGAR LEE JOHNSON,Athletic Officials,2/15/11,25
EDGAR LEE JOHNSON,Athletic Officials,2/22/11,25
EDGAR LEE JOHNSON,Athletic Officials,2/24/11,25
EDGAR LEE JOHNSON,Athletic Officials,3/24/11,75
EDGAR LEE JOHNSON,Athletic Officials,5/3/11,100
EDGE POINT CONTRACTING INC,Other Contracted Svces/Labor,5/17/11,7205.25
EDLEN ELECTRICAL EXHIBITION SE,Promotional Activities,2/17/11,110
EDMUND SCIENTIFIC CO.,Departmental Supplies,10/19/10,19.4
EDMUND SCIENTIFIC CO.,Classroom Supplies,11/4/10,113.85
EDMUND SCIENTIFIC CO.,Classroom Supplies,7/14/11,139.8
EDNA J. FENLAW,Clubs,8/23/11,36.19
EDUCATION IS FREEDOM,Promotional Activities,7/21/11,500
EDUCATION LAW ASSOCIATION,"Books, Booklets & Tapes",11/4/10,79.64
EDUCATIONAL CREDIT MANAGEMENT,Payroll Deductions,11/30/10,660
EDUCATIONAL CREDIT MANAGEMENT,Payroll Deductions,12/23/10,660
EDUCATIONAL CREDIT MANAGEMENT,Payroll Deductions,1/28/11,656
EDUCATIONAL CREDIT MANAGEMENT,Payroll Deductions,2/25/11,656
EDUCATIONAL INNOVATIONS INC,Classroom Supplies,8/5/11,40.8
EDUCATIONAL TESTING SERVICE,Other Contracted Svces/Labor,1/11/11,2070
EDUCAUSE,Seminar/Registration Fees,9/28/10,695
EDUCAUSE,Seminar/Registration Fees,9/30/10,695
EDUCAUSE,Periodicals & Newspapers,11/30/10,35
EDUCAUSE,Memberships,5/17/11,6642.5
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDUCAUSE,Other Contracted Svces/Labor,7/12/11,40
EDVOTEK INC,Classroom Supplies,9/2/10,759.33
EDVOTEK INC,Classroom Supplies,9/28/10,828.18
EDVOTEK INC,Classroom Supplies,9/28/10,454.75
EDVOTEK INC,Classroom Supplies,10/28/10,734.02
EDVOTEK INC,Classroom Supplies,11/24/10,145
EDVOTEK INC,Classroom Supplies,12/9/10,84.95
EDVOTEK INC,Classroom Supplies,6/2/11,440.84
EDWARD DON & COMPANY,Custodial Supplies,10/7/10,-30
EDWARD DON & COMPANY,Custodial Supplies,10/7/10,521.06
EDWARD DON & COMPANY,Custodial Supplies,10/21/10,81.76
EDWARD DON & COMPANY,Official Functions,10/26/10,92.17
EDWARD DON & COMPANY,Official Functions,12/9/10,-74.01
EDWARD DON & COMPANY,Official Functions,12/9/10,487.37
EDWARD DON & COMPANY,Official Functions,12/9/10,74.01
EDWARD DON & COMPANY,Official Functions,1/11/11,119.01
EDWARD DON & COMPANY,Official Functions,1/11/11,-11.9
EDWARD LOUIS FRICKE,Consultant,6/30/11,400
EDWARD W. VORLOP,Clubs,6/23/11,1650
EDYTHE JOHNSON HOLUBEC,Guest Lecturer/Performer,9/2/10,200.63
EDYTHE JOHNSON HOLUBEC,Other Contracted Svces/Labor,6/14/11,1500
EEC ENVIRO SERVICE CO LLC,Repairs-Buildings,2/8/11,6181.68
EEC ENVIRO SERVICE CO LLC,Repairs-Buildings,3/8/11,3002.32
EEC ENVIRO SERVICE CO LLC,Repairs-Physical Plant Equipment,6/16/11,9158
EEG ENTERPRISES INC,Repairs-Other,6/28/11,389.74
EIMICKE,Office Supplies,9/21/10,452.2
EJES INCORPORATED,Consultant,9/14/10,7965
EJES INCORPORATED,Consultant,12/16/10,885
EKATERINA CHERNAYA,Guest Lecturer/Performer,3/22/11,250
EL EXTRA,Advertising,9/21/10,168
EL EXTRA,Advertising,1/19/11,168
EL FENIX CORPORATION,Clubs,3/22/11,473.5
EL HERALDO NEWS,Advertising,9/21/10,256
EL HERALDO NEWS,Advertising,12/21/10,810
EL HERALDO NEWS,Advertising,5/12/11,810
EL HERALDO NEWS,Advertising,8/5/11,810
EL HISPANO NEWS,Advertising,9/21/10,240
EL HISPANO NEWS,Advertising,10/19/10,550
EL HISPANO NEWS,Advertising,12/14/10,550
EL HISPANO NEWS,Advertising,1/27/11,550
EL HISPANO NEWS,Advertising,3/24/11,550
EL HISPANO NEWS,Advertising,5/26/11,550
EL PASO COMMUNITY COLLEGE,Seminar/Registration Fees,9/28/10,430
ELAINE SULLIVAN,Clearing,5/12/11,3500
ELECTRONIX EXPRESS,Classroom Supplies,10/21/10,106.6
ELECTRONIX EXPRESS,Classroom Supplies,10/28/10,100.9
ELEKTRONIK DEVICES COMPANY,Repairs-Classroom Equipment,4/12/11,150
ELEMENT K PRESS,Printed Materials,9/14/10,2052.58
ELEMENT K PRESS,Printed Materials,9/14/10,150
ELEMENT K PRESS,Printed Materials,10/19/10,1988.76
ELEMENT K PRESS,Printed Materials,10/28/10,1236.28
ELEMENT K PRESS,Printed Materials,10/28/10,614.01
ELEMENT K PRESS,Printed Materials,11/24/10,375.84
ELEMENT K PRESS,Printed Materials,1/27/11,939.58
ELEMENT K PRESS,Printed Materials,2/22/11,244.24
ELEMENT K PRESS,Printed Materials,4/14/11,898.76
ELEMENT K PRESS,Printed Materials,4/14/11,660
ELEMENT K PRESS,Printed Materials,5/24/11,850.9
ELEMENT K PRESS,Printed Materials,7/21/11,689.3
ELITE TECHNOLOGY SYSTEMS,Rental/Lease-Other,3/24/11,1732
ELIUD JIMENEZ,Other Contracted Svces/Labor,11/16/10,450
ELIZABETH WILSON,Athletic Officials,10/14/10,270
ELIZABETH WILSON,Athletic Officials,10/19/10,180
ELIZABETH WILSON,Athletic Officials,10/28/10,90
ELIZABETH WILSON,Athletic Officials,11/18/10,270
ELIZABETH WILSON,Athletic Officials,1/20/11,900
ELLEN CASTRO,Consultant,3/22/11,950
ELLEN CASTRO,Consultant,5/5/11,3800
ELLEN CASTRO,Consultant,5/24/11,950
ELLEN GOOTBLATT,Guest Lecturer/Performer,10/7/10,1650
ELLIOT REED,Athletic Officials,11/9/10,100
ELLIOT REED,Athletic Officials,12/9/10,100
ELLIOT REED,Athletic Officials,2/15/11,100
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,1476.81
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,100
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,12.54
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,434
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,291.5
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,12.57
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,574.37
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,120
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,548.12
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/2/10,271.38
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,9/2/10,122.94
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/8/10,99.92
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/8/10,-8.6
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/8/10,63.23
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/8/10,1349.04
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,170.01
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,852.5
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,672.84
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,86.75
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,511.46
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,1590.4
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,154.46
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,60.49
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,295.25
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,204.82
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,81.93
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,134.9
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,152.6
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,200.92
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/14/10,55.9
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/16/10,25.2
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/16/10,2.91
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/16/10,1768.47
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/16/10,5289
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/21/10,10.07
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/21/10,702.17
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/21/10,100.35
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/21/10,369.43
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/23/10,20.13
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/23/10,1072.8
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,9/23/10,198.41
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,9/28/10,357.18
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,9/28/10,120.55
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,9/28/10,16.71
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,9/28/10,75.49
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,247.64
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,106.5
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,300
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,33.76
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,100.35
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,119.04
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,-642.1
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,159.3
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/5/10,79.53
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/7/10,95.44
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/7/10,118.2
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/12/10,9.49
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/12/10,71.5
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/14/10,200
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/14/10,6.31
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/14/10,8.44
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/14/10,244.5
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,136.13
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,147.8
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,39.95
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,491.76
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,31.43
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,624.83
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,-7.25
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/19/10,306.4
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/21/10,56.16
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/21/10,188.51
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/21/10,167.26
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/21/10,75.2
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/26/10,67.07
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/26/10,86.55
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/26/10,35.39
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/26/10,195.34
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/26/10,32.28
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,25.98
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,255.66
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,76.76
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,123.3
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,4.52
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,29
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,10/28/10,461.24
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,4.52
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,237.81
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,154.8
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,109.35
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,271.26
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,71.5
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,199.87
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/2/10,47.97
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/4/10,153.64
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/4/10,1557.03
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/4/10,334.34
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/4/10,226.89
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/4/10,74.18
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/9/10,16.49
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/9/10,15.75
ELLIOTT ELECTRIC SUPPLY,Electrical Supplies,11/11/10,159.96
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,11/16/10,24.85
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,11/16/10,231.27
ELLIOTT ELECTRIC SUPPLY,Light Bulbs & Tubes,11/16/10,117.9
